Name,Hours
Dota 2,319.0
Dota 2,9.3
Counter-Strike Global Offensive,3.2
DayZ,2.0
Dota 2,5.4
Dota 2,1.4
Team Fortress 2,2.2
Dota 2,4.9
Call of Duty Modern Warfare 2 - Multiplayer,233.0
Call of Duty Modern Warfare 2,19.1
Day of Defeat Source,17.4
Counter-Strike Global Offensive,14.6
Team Fortress 2,7.0
Counter-Strike Source,0.2
Dota 2,209.0
Counter-Strike Global Offensive,107.0
PAYDAY 2,8.5
Euro Truck Simulator 2,5.6
Wolfenstein The New Order,122.0
Call of Duty Modern Warfare 2,8.2
Dota 2,15.3
Dota 2,7.8
Dota 2,455.0
Far Cry 2,29.0
Portal 2,11.4
Left 4 Dead 2,10.5
Counter-Strike,6.6
Half-Life 2,3.8
Garry's Mod,3.0
Portal,2.7
Half-Life 2 Deathmatch,2.3
Half-Life,2.0
No More Room in Hell,1.3
Aliens vs. Predator,1.2
Duke Nukem Forever,0.8
Alien Swarm,0.2
Half-Life 2 Lost Coast,0.1
Emily is Away,0.8
Carpe Diem,0.2
Counter-Strike Source,16.6
Day of Defeat Source,0.2
Half-Life 2 Deathmatch,0.2
Dota 2,4.3
Dota 2,3.1
Serious Sam HD The Second Encounter,0.2
Counter-Strike Global Offensive,202.0
Don't Starve Together Beta,26.0
Unturned,23.0
Dota 2,11.1
BattleBlock Theater,3.4
No More Room in Hell,0.8
Counter-Strike Global Offensive,1.6
Counter-Strike,510.0
Counter-Strike Condition Zero,7.1
Counter-Strike Global Offensive,261.0
Darksiders II,34.0
Fallout New Vegas,24.0
Darksiders,22.0
Deus Ex Human Revolution - Director's Cut,22.0
Assassin's Creed Revelations,18.9
PROTOTYPE 2,14.5
Half-Life 2,12.9
Remember Me,9.7
Fallout 3,9.2
Borderlands,9.0
Hard Reset,8.3
Metro 2033,
ORION Prelude,0.9
Hitman Codename 47,0.4
Team Fortress 2,2.1
Dota 2,0.4
Dota 2,16.1
Heroes & Generals,14.0
Team Fortress 2,0.9
Dota 2,89.0
Warframe,100.0
Defiance,39.0
Team Fortress 2,24.0
Unturned,23.0
Loadout Campaign Beta,16.0
Goat Simulator,3.2
Warface,1.6
Heroes & Generals,1.3
theHunter,0.3
Unturned,2.0
Dota 2,7.1
Counter-Strike Global Offensive,761.0
Garry's Mod,16.5
Rocket League,8.9
Nidhogg,3.3
Dota 2,2254.0
Counter-Strike Global Offensive,343.0
Warframe,46.0
Mortal Kombat Komplete Edition,13.3
Fistful of Frags,4.5
The Mighty Quest For Epic Loot,3.2
Counter-Strike,3.2
ARK Survival Evolved,2.9
Garry's Mod,1.2
Dota 2,2.0
Team Fortress 2,440.0
Dota 2,330.0
Counter-Strike Source,190.0
The Elder Scrolls V Skyrim,144.0
Grand Theft Auto IV,65.0
Mafia II,43.0
Left 4 Dead,40.0
Call of Duty Modern Warfare 2 - Multiplayer,39.0
Sid Meier's Civilization V,31.0
Assassin's Creed II,30.0
Assassin's Creed,29.0
Half-Life 2 Deathmatch,26.0
Saints Row 2,24.0
Call of Duty Modern Warfare 2,24.0
Half-Life 2,15.7
Left 4 Dead 2,13.9
Batman Arkham City GOTY,13.1
Call of Duty Modern Warfare 3,7.1
Age of Chivalry,6.6
BioShock,3.8
Super Hexagon,3.1
Company of Heroes (New Steam Version),0.6
Zombie Panic Source,0.4
Red Orchestra 2 Heroes of Stalingrad - Single Player,0.3
Team Fortress 2,5.9
Mitos.is The Game,14.2
Unturned,2.0
Guns of Icarus Online,0.3
R.U.S.E,0.6
TERA,66.0
Team Fortress 2,57.0
Dota 2,1.3
Team Fortress 2,0.3
Counter-Strike Global Offensive,17.7
No More Room in Hell,6.6
Dota 2,27.0
Dota 2,7.8
The Elder Scrolls V Skyrim,385.0
Champions Online,178.0
Counter-Strike Global Offensive,64.0
Nosgoth,39.0
Ascend Hand of Kul,35.0
Vampire The Masquerade - Bloodlines,34.0
Total War SHOGUN 2,23.0
APB Reloaded,19.9
Divinity Dragon Commander,18.3
DARK SOULS II,12.7
DARK,10.8
Killing Floor,7.5
Plague Inc Evolved,7.2
X Rebirth,7.1
7 Days to Die,6.6
The Secret World,4.6
Outlast,4.4
Defiance,3.4
Sniper Elite Nazi Zombie Army,2.9
Blood Omen 2 Legacy of Kain,2.6
Scribblenauts Unmasked,2.0
Postal 3,1.6
The Binding of Isaac,
State of Decay,1.1
Team Fortress 2,0.6
Infestation Survivor Stories,0.5
Robocraft,0.4
ArcheAge,0.4
Heroes & Generals,0.4
Hacker Evolution,0.3
Rise of Incarnates,0.2
Card Hunter,0.2
World of Guns Gun Disassembly,0.1
Dota 2,0.1
Spooky's House of Jump Scares,0.1
Dota 2,276.0
Unturned,6.3
Tom Clancy's Ghost Recon Phantoms - NA,3.7
Cubic Castles,0.7
Terraria,246.0
Overlord Raising Hell,4.1
Overlord,1.0
Half-Life 2 Episode Two,5.0
Half-Life 2,0.4
Counter-Strike Source,0.3
Counter-Strike,772.0
Saints Row IV,84.0
Team Fortress 2,78.0
Call of Duty World at War,74.0
Counter-Strike Global Offensive,16.1
Dirty Bomb,9.9
Garry's Mod,7.8
Town of Salem,7.6
Warframe,5.1
PAYDAY 2,2.8
Rocket League,2.6
Five Nights at Freddy's 2,0.9
Dota 2,0.5
Endless Sky,0.3
GASP,0.3
Lineage II,0.2
SMITE,0.2
Counter-Strike Nexon Zombies,0.1
Football Manager 2009,0.7
Sid Meier's Civilization V,66.0
Stronghold 3,0.8
Dota 2,2.5
Dota 2,0.2
Team Fortress 2,0.1
Heroes & Generals,0.1
Team Fortress 2,0.8
Dota 2,0.5
Left 4 Dead 2,10.4
Guns of Icarus Online,6.1
Dota 2,1.7
Dota 2,0.4
Dota 2,998.0
Left 4 Dead 2,21.0
This War of Mine,7.7
War Thunder,6.6
The Long Dark,6.4
Mount & Blade Warband,4.3
Team Fortress 2,0.4
Unturned,2.0
Dota 2,448.0
Fallout New Vegas,417.0
Borderlands 2,359.0
Torchlight II,237.0
The Elder Scrolls V Skyrim,204.0
Team Fortress 2,181.0
Dishonored,88.0
Batman Arkham Asylum GOTY Edition,66.0
Darkest Dungeon,49.0
BioShock Infinite,25.0
Magic The Gathering - Duels of the Planeswalkers 2013,23.0
Torchlight,23.0
Metro Last Light,23.0
Starbound,19.5
DC Universe Online,9.7
Dead Space,9.0
Mark of the Ninja,8.1
Super Meat Boy,7.7
Counter-Strike Global Offensive,6.5
Fallout 3 - Game of the Year Edition,4.5
Orcs Must Die! 2,4.4
Scribblenauts Unlimited,4.3
S.T.A.L.K.E.R. Call of Pripyat,4.2
Psychonauts,3.7
Alien Swarm,2.6
Amnesia The Dark Descent,2.1
Rogue Legacy,1.8
Neverwinter,1.4
LIMBO,1.3
Batman Arkham City GOTY,1.0
Company of Heroes,1.0
Dota 2,0.6
Left 4 Dead 2,0.4
Brtal Legend,0.4
Saints Row The Third,0.2
FEZ,0.1
PAYDAY 2,58.0
The Walking Dead,26.0
Left 4 Dead 2,24.0
Magic Duels,8.8
PlanetSide 2,8.2
The Walking Dead Season Two,8.0
PAYDAY The Heist,7.7
Afterfall InSanity Extended Edition,7.5
Counter-Strike Global Offensive,6.4
Sniper Elite V2,6.2
The Ship,3.8
Goat Simulator,3.7
White Noise Online,2.4
BioShock,2.0
Adventures of Shuggy,1.9
GunZ 2 The Second Duel,1.7
Enclave,1.6
Deus Ex Human Revolution - Director's Cut,1.3
The Ship Single Player,1.3
Anomaly Warzone Earth,1.3
Arma Cold War Assault,0.8
Saira,0.8
Frozen Hearth,0.8
Tom Clancy's Ghost Recon Phantoms - NA,0.8
Red Orchestra 2 Heroes of Stalingrad - Single Player,0.7
RACE 07,0.6
SEGA Genesis & Mega Drive Classics,0.4
SpaceChem,0.4
Woodle Tree Adventures,0.3
Really Big Sky,0.3
Dino D-Day,0.3
Space Hack,0.2
RaceRoom Racing Experience ,0.2
Gun Monkeys,0.2
East India Company Gold,0.1
Final Slam 2,0.1
Dota 2,118.0
Dota 2,0.1
Team Fortress 2,0.9
Unturned,0.4
Team Fortress 2,17.8
Counter-Strike Global Offensive,471.0
Hurtworld,39.0
Trove,1.9
Rocket League,1.9
Savage Lands,0.9
Dota 2,0.3
GRAV,0.2
DayZ,8.3
Dota 2,0.3
Counter-Strike,994.0
Borderlands 2,46.0
Portal 2,7.8
Left 4 Dead 2,5.7
Remember Me,2.0
Insurgency,0.3
Warframe,0.3
Cry of Fear,0.2
Team Fortress 2,0.6
Dota 2,4.2
Borderlands 2,86.0
Borderlands The Pre-Sequel,42.0
Rocket League,22.0
Borderlands,19.7
Portal 2,18.5
RAGE,17.1
Batman Arkham Asylum GOTY Edition,16.7
Euro Truck Simulator 2,10.7
Tomb Raider,9.9
Battlefield Bad Company 2,8.7
SimCity 4 Deluxe,8.1
F1 2010,7.8
Dishonored,7.0
FTL Faster Than Light,6.2
Batman Arkham City GOTY,5.8
The Elder Scrolls V Skyrim,5.4
Torchlight,5.0
PlanetSide 2,4.3
Assetto Corsa,4.2
DiRT 2,4.1
Half-Life 2 Episode Two,3.5
Crysis 2,2.7
The Walking Dead,2.0
"Warhammer 40,000 Dawn of War II - Chaos Rising",2.0
Torchlight II,2.0
Left 4 Dead 2,1.9
Homeworld Remastered Collection,1.8
Kerbal Space Program,1.8
RACE 07,1.7
Metro 2033,1.3
Deus Ex Human Revolution,1.2
Street Fighter IV,1.1
"Warhammer 40,000 Space Marine",1.1
Left 4 Dead,0.9
Dota 2,0.7
Scribblenauts Unlimited,0.6
Peggle Extreme,0.6
Counter-Strike Source,0.5
Max Payne 3,0.3
Orcs Must Die!,0.3
"Warhammer 40,000 Dawn of War II",0.3
Portal,0.3
Metro Last Light,0.3
Day of Defeat Source,0.3
Half-Life 2,0.2
Batman Arkham Asylum,0.2
World of Goo,0.1
Serious Sam HD The First Encounter,0.1
Half-Life,0.1
Counter-Strike Global Offensive,148.0
Dota 2,4.6
Unturned,3.4
Heroes & Generals,2.8
sZone-Online,1.0
Dota 2,0.3
Team Fortress 2,127.0
Team Fortress 2,34.0
Counter-Strike,51.0
Team Fortress 2,2.5
D.I.P.R.I.P. Warm Up,0.2
DiRT Showdown,11.1
Dota 2,587.0
Counter-Strike,59.0
Counter-Strike Global Offensive,10.0
Dota 2,0.7
Terraria,255.0
Garry's Mod,83.0
The Escapists,28.0
Trove,23.0
Magicite,16.7
Dig or Die,12.6
LEGO Worlds,10.6
Don't Starve,7.1
The Escapists The Walking Dead,6.6
Dota 2,2.9
Counter-Strike Global Offensive,760.0
Portal 2,34.0
Team Fortress 2,12.3
Age of Empires II HD Edition,8.9
Rising Storm/Red Orchestra 2 Multiplayer,3.4
Half-Life 2,3.0
Portal,1.1
Red Orchestra 2 Heroes of Stalingrad - Single Player,1.1
Defy Gravity,0.9
Half-Life Deathmatch Source,0.6
Arma Cold War Assault,0.4
Half-Life 2 Deathmatch,0.1
Counter-Strike Global Offensive,798.0
Dirty Bomb,79.0
Heroes & Generals,0.2
DiggerOnline,0.2
Dota 2,9.7
Dota 2,0.5
Warframe,571.0
Call of Duty Modern Warfare 2 - Multiplayer,296.0
The Elder Scrolls V Skyrim,217.0
Killing Floor,216.0
Team Fortress 2,77.0
Left 4 Dead,50.0
Half-Life 2,49.0
Dishonored,47.0
BioShock Infinite,47.0
Left 4 Dead 2,46.0
Fallout New Vegas,45.0
Grand Theft Auto IV,43.0
Counter-Strike Source,42.0
Metro 2033,40.0
Metro Last Light,39.0
Duke Nukem Forever,24.0
Tomb Raider,23.0
Audiosurf,15.2
Half-Life,12.5
Far Cry 3 Blood Dragon,11.2
F.E.A.R. 3,10.9
ORION Prelude,10.1
Tomb Raider Underworld,10.1
Trine,10.1
Deus Ex Human Revolution,9.8
Unreal Tournament 3 Black Edition,8.6
The Elder Scrolls IV Oblivion ,7.9
RAGE,6.6
Half-Life 2 Episode Two,6.4
Half-Life 2 Episode One,5.3
Portal,5.0
Tomb Raider (VI) The Angel of Darkness,3.7
Contrast,3.5
LIMBO,3.4
Thief,3.2
Amnesia The Dark Descent,2.2
Deus Ex Game of the Year Edition,2.0
Saints Row The Third,1.9
From Dust,1.1
Portal 2,0.7
The Polynomial,0.5
Red Faction Guerrilla Steam Edition,0.5
Alien Swarm,0.4
Mount & Blade,0.3
Deus Ex Invisible War,0.2
Sanctum,0.1
Football Manager 2009,0.2
Dota 2,0.4
Dota 2,54.0
3DMark,170.0
Call of Duty Black Ops II,88.0
Heroes of Might & Magic III - HD Edition,83.0
Wolfenstein The New Order German Edition,69.0
Call of Duty Modern Warfare 3,27.0
Call of Duty Black Ops,25.0
Counter-Strike Source,23.0
Need for Speed Hot Pursuit,21.0
3DMark Vantage,21.0
Counter-Strike Global Offensive,17.9
Call of Duty Black Ops II - Zombies,15.5
Anno 2070,13.7
Company of Heroes Opposing Fronts,10.5
Call of Duty Modern Warfare 2,6.3
Call of Duty Black Ops II - Multiplayer,4.4
Heroes of Might & Magic V,3.2
BioShock Infinite,2.2
Far Cry 3,2.0
DiRT 2,1.8
Call of Duty 4 Modern Warfare,1.4
Mafia II,0.9
Grand Theft Auto V,0.8
Sniper Elite 3,0.8
Crysis Warhead,0.8
Far Cry 2,0.7
Left 4 Dead 2,0.6
Battlefield 2,0.5
F.E.A.R. 3,0.5
R.U.S.E,0.5
RAGE,0.4
Call of Duty World at War,0.4
Borderlands 2,0.4
Metro 2033,0.3
Dishonored,0.3
Postal 3,0.3
DiRT 3,0.3
Far Cry,0.3
The Elder Scrolls V Skyrim,0.3
PAYDAY 2,0.2
Tomb Raider,0.2
Call of Duty 2,0.2
GRID,0.2
Tom Clancy's Rainbow Six 3 Gold Edition,0.2
Call of Duty Modern Warfare 3 - Multiplayer,0.2
Sid Meier's Civilization V,0.2
Crysis Wars,0.1
Dota 2,14.3
Call of Duty Black Ops - Multiplayer,79.0
Call of Duty Black Ops,40.0
Call of Duty Modern Warfare 2 - Multiplayer,29.0
Call of Duty Ghosts - Multiplayer,18.5
Call of Duty Modern Warfare 3 - Multiplayer,15.5
Just Cause 2,3.4
Call of Duty Modern Warfare 2,2.9
Call of Duty Modern Warfare 3,2.3
Dota 2,0.6
Counter-Strike Global Offensive,32.0
Team Fortress 2,7.6
MapleStory,0.1
Dota 2,58.0
Dota 2,32.0
Dota 2,88.0
Dota 2,0.7
Team Fortress 2,0.4
Aliens Colonial Marines,0.9
Robocraft,0.2
PAYDAY 2,108.0
DayZ,41.0
Space Engineers,39.0
Chivalry Medieval Warfare,33.0
Heroes & Generals,30.0
Mortal Kombat Komplete Edition,18.5
Warframe,7.1
Toribash,4.4
Magicka Wizard Wars,2.2
Rise of Incarnates,0.6
AirMech,0.2
Fallout New Vegas,67.0
Unturned,6.8
Call of Duty Modern Warfare 2 - Multiplayer,136.0
Call of Duty Black Ops - Multiplayer,75.0
PAYDAY 2,11.7
Call of Duty Modern Warfare 2,1.3
Call of Duty Black Ops,0.7
Hero Academy,196.0
The Elder Scrolls V Skyrim,42.0
Defense Grid The Awakening,33.0
War of the Roses,28.0
Orcs Must Die! 2,28.0
Might & Magic Heroes VI,17.2
Torchlight,15.8
Path of Exile,13.1
Dungeon of the Endless,12.0
Orcs Must Die!,11.4
Clicker Heroes,11.1
Rocket League,10.1
Rocksmith 2014,8.1
Tap Tap Infinity,7.3
Darkest Dungeon,6.8
Counter-Strike Global Offensive,5.0
Counter-Strike Source,3.4
Castle Story,3.2
Dota 2,3.1
Call of Duty Modern Warfare 3 - Multiplayer,2.9
Retro-Pixel Castles,2.7
Counter-Strike,2.1
Dishonored,2.0
Torchlight II,1.5
Dungeon Defenders,0.9
CastleStorm,0.7
Portal,0.7
Borderlands 2,0.6
Magicka,0.3
Hammerwatch,0.2
Time Clickers,0.1
Sid Meier's Civilization V,0.1
Dota 2,1.0
Dota 2,0.8
Team Fortress 2,0.4
ARK Survival Evolved,107.0
Sid Meier's Civilization V,35.0
Banished,22.0
Grand Theft Auto V,10.8
Subnautica,6.6
Left 4 Dead 2,2.5
Marvel Heroes 2015,1.4
Mafia II,1.1
Dota 2,1.1
The Forest,1.0
Democracy 3,0.3
Counter-Strike Global Offensive,93.0
PAYDAY 2,41.0
Tom Clancy's Ghost Recon Phantoms - NA,16.1
Left 4 Dead 2,13.8
Unturned,11.8
APB Reloaded,9.9
No More Room in Hell,7.0
Blacklight Retribution,0.5
RACE 07,0.1
Dota 2,137.0
Team Fortress 2,546.0
Football Manager 2009,0.2
Dota 2,0.5
Team Fortress 2,24.0
Construction-Simulator 2015,46.0
Counter-Strike Source,158.0
Half-Life 2 Deathmatch,3.0
Counter-Strike,1.4
Counter-Strike Condition Zero Deleted Scenes,1.1
Half-Life 2 Lost Coast,0.9
Counter-Strike Condition Zero,0.9
Zombie Panic Source,0.4
Day of Defeat Source,0.2
Dota 2,120.0
Tom Clancy's Splinter Cell Blacklist,12.4
Tomb Raider,11.1
Blood Bowl Legendary Edition,8.4
Sleeping Dogs Definitive Edition,4.1
Oddworld New 'n' Tasty,1.5
Magic The Gathering - Duels of the Planeswalkers 2013,0.9
Infinity Wars - Animated Trading Card Game,0.9
Counter-Strike Source,0.3
Dota 2,29.0
Counter-Strike Global Offensive,41.0
Team Fortress 2,0.5
Sine Mora,0.4
Team Fortress 2,0.5
PAYDAY 2,119.0
FreeStyle2 Street Basketball,45.0
FINAL FANTASY VII,2.2
Evoland,1.5
Napoleon Total War,0.4
Portal,21.0
Half-Life 2 Deathmatch,21.0
Half-Life 2 Lost Coast,3.5
Smashball,0.8
Dota 2,79.0
Dota 2,5608.0
Counter-Strike Global Offensive,463.0
Path of Exile,337.0
The Elder Scrolls V Skyrim,178.0
PAYDAY 2,71.0
Torchlight II,47.0
The Witcher Enhanced Edition,44.0
Titan Quest,35.0
Dark Souls Prepare to Die Edition,35.0
Titan Quest Immortal Throne,32.0
Dying Light,30.0
DARK SOULS II,26.0
Torchlight,23.0
Call of Duty Black Ops - Multiplayer,21.0
Magicka,21.0
Game Dev Tycoon,19.1
Cities Skylines,14.5
Team Fortress 2,13.0
The Incredible Adventures of Van Helsing II,11.7
Portal 2,11.4
Borderlands 2,10.5
Metro Last Light,9.4
FTL Faster Than Light,7.9
Call of Juarez Gunslinger,7.7
Sid Meier's Civilization V,7.5
Left 4 Dead 2,7.0
PlanetSide 2,6.2
Call of Duty Black Ops,6.1
Mirror's Edge,5.1
Chivalry Medieval Warfare,4.9
Warframe,4.0
Star Wars The Force Unleashed II,3.8
Middle-earth Shadow of Mordor,2.8
Magicka Wizard Wars,2.5
Super Monday Night Combat,2.5
Star Wars The Force Unleashed Ultimate Sith Edition,2.3
Darksiders,2.1
The Binding of Isaac,2.1
Worms Armageddon,1.9
Metro 2033,1.9
Bastion,1.9
Alien Swarm,1.6
Korwin The Game,1.6
Company of Heroes (New Steam Version),1.4
Trine 2,1.2
Burnout Paradise The Ultimate Box,0.8
Heroes of Might & Magic V,0.8
Assassin's Creed II,0.7
Trine,0.6
ArcheAge,0.5
Goat Simulator,0.4
Crysis 2 Maximum Edition,0.4
Anomaly 2,0.3
Star Wars Empire at War Gold,0.3
Medal of Honor(TM) Single Player,0.2
Serious Sam 3 BFE,0.1
Super Meat Boy,0.1
Dungeon Defenders II,0.1
Command and Conquer Red Alert 3 - Uprising,0.1
"Warhammer 40,000 Dawn of War - Game of the Year Edition",0.1
Dota 2,268.0
Dota 2,0.2
Neverwinter,28.0
Marvel Heroes 2015,9.6
Jigoku Kisetsukan Sense of the Seasons,3.7
Team Fortress 2,0.9
Dragon Nest,0.9
Path of Exile,0.6
Dota 2,0.2
Nosgoth,0.2
Dota 2,35.0
Dota 2,6.2
Team Fortress 2,0.1
Time Clickers,2.6
Trove,0.9
Fishing Planet,0.2
sZone-Online,0.1
Half-Life 2,0.8
Robocraft,438.0
Garry's Mod,6.0
Terraria,4.2
Don't Starve Together Beta,3.7
Unturned,0.6
Dota 2,0.7
Emily is Away,0.7
Dota 2,0.4
Warframe,15.3
FINAL FANTASY VII,5.0
Nosgoth,3.9
Team Fortress 2,2.2
Tom Clancy's Ghost Recon Phantoms - NA,0.7
Piercing Blow,0.1
Dota 2,112.0
Dota 2,61.0
Team Fortress 2,150.0
South Park The Stick of Truth,27.0
Dota 2,1.9
Spiral Knights,1.2
Heroes & Generals,0.4
SONIC THE HEDGEHOG 4 Episode II,9.4
Warframe,10.4
Fallen Earth,8.5
APB Reloaded,6.5
Heroes & Generals,4.4
Nosgoth,2.2
No More Room in Hell,1.9
Dead Island Epidemic,1.4
Codename CURE,1.2
Undertale,4.2
Long Live The Queen,3.6
To the Moon,3.5
Dragon Age Origins,2.1
BioShock,1.8
Age of Empires II HD Edition,1.6
Stealth Inc 2,0.5
Dota 2,1.5
Alien Swarm,2.4
Dota 2,1.3
Counter-Strike Nexon Zombies,166.0
Navy Field 2  Conqueror of the Ocean,1.3
Dota 2,16.5
Dota 2,15.1
Dota 2,0.7
Race The WTCC Game,0.8
RACE Caterham Expansion,0.3
Dota 2,1.3
Football Manager 2013,3374.0
Cossacks Art of War,36.0
Age of Mythology Extended Edition,29.0
Cricket Captain 2014,23.0
To End All Wars,15.3
Age of Empires II HD Edition,10.2
Medieval II Total War,0.1
XCOM Enemy Unknown,5.0
Counter-Strike Global Offensive,1.4
"Warhammer 40,000 Dawn of War II",0.5
Batman Arkham Origins,0.3
APB Reloaded,4749.0
Call of Duty Modern Warfare 3 - Multiplayer,404.0
Tom Clancy's Ghost Recon Phantoms - EU,260.0
Call of Duty Black Ops II - Multiplayer,258.0
Farming Simulator 2011,236.0
Call of Duty Black Ops III,208.0
Counter-Strike Global Offensive,190.0
Farming Simulator 15,132.0
Farming Simulator 2013,130.0
Euro Truck Simulator 2,122.0
Counter-Strike,74.0
DayZ,64.0
GRID 2,51.0
Grand Theft Auto IV,39.0
Counter-Strike Condition Zero,37.0
Far Cry 3,35.0
Counter-Strike Condition Zero Deleted Scenes,34.0
Mafia II,26.0
Call of Duty Modern Warfare 3,25.0
Need for Speed Hot Pursuit,22.0
Farming Simulator 2013 - Modding Tutorials,14.7
Wolfenstein The New Order,10.5
F.E.A.R. 3,8.8
Pinball FX2,7.5
Infestation Survivor Stories,7.2
Loadout,5.7
Bridge Project,4.6
Half-Life,4.2
Xpand Rally Xtreme,4.1
MotoGP13,2.9
Hitman 2 Silent Assassin,2.6
Construction-Simulator 2015,2.1
Arma 2 Operation Arrowhead,1.9
The Settlers 7 Paths to a Kingdom - Gold Edition,1.4
Mirror's Edge,1.2
Red Bull X-Fighters,1.2
Lara Croft and the Guardian of Light,1.1
Hitman Absolution,1.1
theHunter,1.0
Arma 2,1.0
Sniper Elite,0.9
Medal of Honor(TM) Single Player,0.9
Heroes & Generals,0.9
Counter-Strike Source,0.8
Call of Duty Black Ops II - Zombies,0.8
Fishing Planet,0.8
Hitman Codename 47,0.7
Crysis 2 Maximum Edition,0.7
War Thunder,0.7
Hitman Blood Money,0.6
Source Filmmaker,0.5
Call of Duty Black Ops II,0.5
Hitman Sniper Challenge,0.3
Master Levels for DOOM II,0.2
The Ultimate DOOM,0.1
Medal of Honor(TM) Multiplayer,0.1
Agricultural Simulator 2011 Extended Edition,0.1
Half-Life 2,42.0
Dota 2,0.8
Dota 2,1.4
"Warhammer 40,000 Dawn of War II",16.5
Omerta - City of Gangsters,12.0
Sniper Ghost Warrior,9.8
Call of Duty Black Ops,8.9
F.E.A.R. 2 Project Origin,7.8
Call of Duty Modern Warfare 2,7.5
Sid Meier's Civilization V,4.5
Aliens Colonial Marines,3.1
Call of Duty Modern Warfare 2 - Multiplayer,0.4
Team Fortress 2,2.3
RACE 07,1.1
Robocraft,0.8
Amazing World,0.3
Sid Meier's Civilization III Complete,72.0
Toki Tori,3.0
Team Fortress 2,1043.0
Left 4 Dead 2,27.0
Portal 2,25.0
Half-Life,25.0
Reign Of Kings,24.0
Mortal Kombat Komplete Edition,12.8
Half-Life Opposing Force,11.6
Garry's Mod,7.3
Unturned,7.2
Portal,4.9
Half-Life 2,3.8
Double Action Boogaloo,3.4
Counter-Strike Global Offensive,3.3
Source Filmmaker,3.0
Counter-Strike Source,1.6
The Showdown Effect,1.4
Crysis 2 Maximum Edition,0.8
Warface,0.4
Dota 2,0.1
Half-Life 2,36.0
Half-Life 2 Deathmatch,0.8
Half-Life 2 Lost Coast,0.5
Divinity Original Sin,12.6
Sid Meier's Civilization V,19.8
War Thunder,4.3
Arma Tactics,2.8
Blitzkrieg Anthology,2.5
March of War,1.9
The Four Kings Casino and Slots,1.3
Heroes & Generals,0.8
Tomb Raider,4.1
Counter-Strike Global Offensive,2.3
Left 4 Dead 2,0.9
BioShock Infinite,0.9
Block N Load,0.4
Dota 2,0.3
The Witcher 2 Assassins of Kings Enhanced Edition,0.3
Left 4 Dead,0.2
No More Room in Hell,0.1
Call of Duty World at War,58.0
Kerbal Space Program,121.0
Counter-Strike Global Offensive,77.0
Day of Defeat Source,57.0
F1 2013,41.0
Team Fortress 2,39.0
Universe Sandbox,26.0
Counter-Strike Source,21.0
DiRT 3,19.4
Dying Light,13.4
Borderlands The Pre-Sequel,11.1
Portal,9.1
Besiege,7.8
Half-Life 2,6.4
Lost Planet 2,6.0
Poly Bridge,5.7
Half-Life 2 Episode Two,5.5
LIMBO,3.8
War Thunder,3.4
"Sir, You Are Being Hunted",1.1
Dishonored,0.7
Universe Sandbox ,0.7
Super Meat Boy,0.5
Dota 2,0.5
Rust,0.2
Strife,0.1
Dota 2,358.0
PlanetSide 2,1539.0
Call of Duty Modern Warfare 3 - Multiplayer,733.0
The Elder Scrolls V Skyrim,219.0
Supreme Commander Forged Alliance,209.0
Warframe,110.0
Titan Quest Immortal Throne,75.0
Gothic 3,55.0
Terraria,53.0
Dota 2,49.0
DayZ,34.0
Call of Duty Modern Warfare 3,30.0
SpellForce Platinum Edition,29.0
Alien Isolation,27.0
Risen 2 - Dark Waters,26.0
Grim Dawn,23.0
"Warhammer 40,000 Dawn of War II  Retribution",22.0
Call of Duty Ghosts - Multiplayer,22.0
Supreme Commander,22.0
Thief,21.0
Dark Messiah of Might & Magic Single Player,21.0
Middle-earth Shadow of Mordor,19.9
Supreme Commander 2,19.1
"Warhammer 40,000 Dawn of War  Soulstorm",18.6
Overlord Raising Hell,18.0
Metro 2033,17.8
Valkyria Chronicles,17.2
Counter-Strike Global Offensive,17.1
Metro Last Light,15.6
"Warhammer 40,000 Dawn of War II - Chaos Rising",15.4
DarkStar One,14.1
Metro 2033 Redux,13.8
Left 4 Dead 2,13.8
Lost Planet 3,13.8
Star Wars Jedi Knight Jedi Academy,13.2
Dishonored,13.2
Tomb Raider,13.0
Tomb Raider I,12.4
Planetary Annihilation TITANS,11.8
Wolfenstein The New Order German Edition,11.7
Elite Dangerous,11.6
The Witcher Enhanced Edition,11.6
Sniper Ghost Warrior 2,11.4
Ace of Spades,10.5
Star Wars Republic Commando,10.2
Enclave,9.9
Half-Life,9.9
Battlefield Bad Company 2,9.4
BioShock Infinite,9.4
Counter-Strike Source,9.3
ARK Survival Evolved,9.2
Portal 2,9.1
The Forest,8.5
Stronghold HD,8.4
Dungeon Siege,8.1
Outlast,7.9
Alan Wake,7.7
Star Wars Jedi Knight Dark Forces II,7.7
Super Meat Boy,6.9
DOOM 3 BFG Edition,6.8
"Warhammer 40,000 Space Marine",6.7
Crysis,6.5
Dark Souls Prepare to Die Edition,6.4
Shadowgrounds,6.2
Sanctum,6.2
Call of Duty Ghosts,6.1
Star Wars Dark Forces,6.0
VVVVVV,6.0
Sniper Ghost Warrior,5.9
TERA,5.9
Grand Theft Auto IV,5.7
Portal,5.6
Serious Sam Classic The First Encounter,5.4
Half-Life 2,5.2
Star Wars - Jedi Knight II Jedi Outcast,5.1
Aliens Colonial Marines,4.9
Half-Life Opposing Force,4.9
E.Y.E Divine Cybermancy,4.7
